Rev,Boyd,Mary,Donald,Airdrie,6,Canada,T4B,1-(112)106-0929,mboyd3k@hexun.com,45adcf35af6606a2fa6dcc109cd0f147af70aa54e5caec2c756daa8afc048aa2,interface,3
Rev,Mcdonald,Brandon,Lyons,Hope,11,Canada,V7R,1-(462)100-1654,bmcdonald3l@fastcompany.com,185fe02420151990302482998b8529aaeec6d6932df2f6b3b16b2334adc46545,Programmable,1
Mr,Jacobs,Jennifer,Springs,Thorold,5,Canada,L2V,1-(218)263-5133,jjacobs3m@vkontakte.ru,fb2b3e4b54afd8d01d9dbba93524835e5bdb8e90b696377cb4509ca0f436885e,core,4
Dr,Smith,Ronald,Victoria,Hudson Bay,10,Canada,K2J,1-(708)661-2834,rsmith3n@chronoengine.com,c1c57861c9642d4277cbd675ffe265f10019e1244886ff85fbdaf5df182c069d,User-friendly,5
Mrs,Foster,Sharon,Bayside,Gananoque,10,Canada,K7G,1-(814)828-4820,sfoster3o@timesonline.co.uk,359191eb91b057aa16e16cea0b21c50e56dab059ab9d752a67a1c7e03f48f53b,Customizable,3
Dr,Morales,Antonio,Burning Wood,Saguenay,2,Canada,G7K,1-(203)542-2729,amorales3p@msn.com,6cbe125c778d6c8bc6dee26fc4b5fba093c18fb2ab7d1c0228ebd48cc5bb3eae,Synchronised,4
Ms,Jordan,David,Springview,London,4,Canada,N6C,1-(357)845-9531,djordan3q@cbsnews.com,e1e5f6cf0c266b572aa34940326175b47a5af5e6cbee0f57a335f7b4a8e4fca2,modular,2
Mrs,Hawkins,Bobby,Park Meadow,Grande Cache,3,Canada,N2Z,1-(303)362-8146,bhawkins3r@scientificamerican.com,c509162e98034a97b7f3b5f19b60f11d57a94f310c30ec67fce2ac0c12bb661e,Balanced,3
Rev,Wood,Lillian,Harbort,Gananoque,9,Canada,K7G,1-(195)694-4445,lwood3s@comcast.net,f6bef262f7badd8775a0555744aee86d2c8ee5114caec31e994cc4bd6ba8a899,implementation,2
Ms,Lawrence,Larry,Manitowish,North Cowichan,5,Canada,V9L,1-(647)479-8846,llawrence3t@ed.gov,7f8fccd7052a5c58c1066178974856c0599354a99bf2563c677c193babea2c1c,grid-enabled,1
Mrs,Harvey,Brandon,Kim,Biggar,1,Canada,N1S,1-(190)795-0331,bharvey3u@topsy.com,16ae72b081f83a69196a4583163b7aacbb6f3fca99c6ca871af274c15d7795cc,Robust,2
Honorable,Frazier,Louise,Lerdahl,Rosthern,8,Canada,B0L,1-(372)663-7990,lfrazier3v@wikimedia.org,cb523acf10ad0e474140456f59f31eb496458e6d3f6315e17a6802cbac8a1a57,adapter,3
Mr,Hanson,Gloria,Orin,Côte-Saint-Luc,12,Canada,H7V,1-(599)780-6178,ghanson3w@ihg.com,8b2378c5f32e837f51b96392109c5192fe507ed8b5397f3a61d98b77cc3ad0cd,Synchronised,3
Mr,Ortiz,Jack,Main,Neebing,12,Canada,P7L,1-(176)651-1647,jortiz3x@elpais.com,497fc4cd3b60ce9eea66028540c4276effc86f4e82cfb4ad90d4ef90bcb09bf4,Stand-alone,5
Mr,Welch,Shirley,Morning,London,11,Canada,N6C,1-(945)718-5763,swelch3y@about.com,3b6285b86f2f9af77e85b53ee2e51fe6e61245b76323e4e598e9eec43f992a3b,local,3
Mr,Owens,Randy,Thierer,Blainville,2,Canada,J7J,1-(343)359-4848,rowens3z@statcounter.com,95631c47b591f20ac9f41665be89a536b8e27277c7db5ebb2c9ffda8a4962fcc,composite,5
Ms,Gray,Gary,Brown,La Sarre,2,Canada,J9Z,1-(375)723-6089,ggray40@miitbeian.gov.cn,7796af7051ab39f2e3e353f52f3a664f4b714d3c0c239a62b0f4e8e4d5a04c22,Multi-channelled,5
Ms,Wright,Chris,Florence,Okotoks,12,Canada,T1S,1-(544)568-5219,cwright41@shareasale.com,7fe4c35df0aa8d800ce659939cde4fea2641be90c9cc306446c6558b59b298a1,toolset,3
Mr,Hughes,Keith,Chive,Les Cèdres,7,Canada,J6S,1-(243)330-4226,khughes42@bloglines.com,1b802a51a460189837141da8570a40b0a57ff74b53f68235cf29ba73494efa21,Focused,1
Dr,Howell,Douglas,Prairieview,Bassano,10,Canada,M5G,1-(565)980-1969,dhowell43@nifty.com,6ea5e36512b7e2da0c2f2724860b3e8db56f9d33a6c608d198a2acbfe3dd4551,conglomeration,4
Ms,Webb,Jacqueline,Brentwood,Kingsey Falls,3,Canada,T8H,1-(665)616-6513,jwebb44@homestead.com,b130016483caec5baebf6ad91bdf0e6c1ddb01dbdaaea8bb51c29dad5d6eb163,6th generation,5
Rev,Perez,Theresa,Sutteridge,Asbestos,10,Canada,J1T,1-(322)593-1034,tperez45@yale.edu,40a336eddfc0dbe1f72f44e22341e3d6a9cb5ad84298f72d254973c661ee787b,Implemented,4
Ms,Nichols,Sean,Buell,Saint-Bruno-de-Montarville,4,Canada,J3V,1-(888)287-0905,snichols46@techcrunch.com,eff739e8fb37058e1c8c3850c37de4453b46ff5fe5f3f1125db0ea870e5427b3,dynamic,1
Mr,Castillo,Anthony,Kipling,Lunenburg,6,Canada,M9L,1-(630)808-4450,acastillo47@plala.or.jp,ee4b7978518abed535984bc89ae5a727456d20677447e2dd1d3d522df01264a6,coherent,2
Mrs,Schmidt,Jesse,Shoshone,Strathmore,7,Canada,T1P,1-(771)727-0994,jschmidt48@netvibes.com,f6fa380e17a342679e545e342d13d31b3a035ea9dce81ee86c29c9b199be7751,local,2
Mrs,Hill,Phyllis,Manley,Kerrobert,5,Canada,T1P,1-(883)115-6866,phill49@ted.com,ade84bfc783f2b69c60db6b2eaa8c9a63faa253d5143681c6f56aa7b6084a42e,dynamic,2
Rev,Webb,Ruth,Russell,Grand Bank,3,Canada,E8K,1-(917)763-8177,rwebb4a@redcross.org,c5910418a18cb17d7daf591b44f16143211cd957c3f16399a43c2593180d6af9,user-facing,1
Mrs,Lynch,Ann,Haas,Taber,12,Canada,T1G,1-(144)997-2226,alynch4b@dot.gov,a59f6e7d18da729a8bedf9ad92d7cf855c06035ea7a6bbb39dd87dd90a3b2a75,Stand-alone,5
Mrs,Long,Kathy,Kropf,Windsor,11,Canada,J1S,1-(286)691-1474,klong4c@amazon.de,0442f5f468cdfda31052ee7e57932698f132d566c64b8a80925a07eb96890544,open architecture,1
Ms,Smith,Frances,Mandrake,Sainte-Marthe-sur-le-Lac,8,Canada,H9K,1-(161)293-9524,fsmith4d@shutterfly.com,e9e99178772389397d1571edba9240a1e3488f019bc19512d9bffd893f76d035,content-based,3
Honorable,Oliver,Willie,Barnett,Oromocto,11,Canada,E2V,1-(139)512-7103,woliver4e@ycombinator.com,cb2acb71629929a1a006eff1c8afff11aa5a7cadb9875b9df89ab695f1560f9c,Fully-configurable,2
Ms,Oliver,Wayne,Schiller,Kingsey Falls,12,Canada,T8H,1-(787)940-6738,woliver4f@reverbnation.com,26a216e6db63f9dd129f438ccad278185829901433b0cb3815392206e3ff8b99,parallelism,1
Honorable,Ramos,Harry,Chive,Beausejour,9,Canada,M1C,1-(767)541-5941,hramos4g@sogou.com,fb4c24c0a4975fe1ed8c98e8c3f4ab3d7110e945d85d756c42973196b90ee577,architecture,4
Honorable,Bradley,Louise,Butternut,Belleville,7,Canada,K8P,1-(191)316-4829,lbradley4h@behance.net,dc2b016a62700298c52bd2a4caaa0f5597b9da9dc8b1c8358ffe03f9a1385da2,5th generation,1
Mrs,Brooks,Brian,Derek,Normandin,10,Canada,G0H,1-(909)651-1772,bbrooks4i@harvard.edu,60cbb12337e28f7cf0e7ad7fc612dbd6cd35ef03613945d8aca8759a9fddf49e,Intuitive,1
Mrs,Bradley,Wayne,Mitchell,Dorchester,4,Canada,E4K,1-(645)231-7388,wbradley4j@cmu.edu,1eb8d5aafde2e08177a7d21ea42e904042554f23347c411db16aada43dffa2de,Multi-tiered,2
Dr,Owens,Rebecca,Holmberg,Blackfalds,13,Canada,J5K,1-(948)132-4606,rowens4k@behance.net,70618bd912e8b45d73b86a095e6094edbdfd67fc58ab75556d0942876f949119,Networked,5
Mr,Cunningham,Victor,Grover,Oxbow,12,Canada,T9M,1-(827)904-8081,vcunningham4l@smugmug.com,e21964961fae70e569b59b66d660d46834490f8ad29b03bcd605ec7bbc796133,methodology,4
Mrs,Rodriguez,Martin,Cottonwood,Saint-Sauveur,6,Canada,J0R,1-(782)884-7207,mrodriguez4m@amazon.de,c3a3566e678f6caa622a90e2419c27df88aabc7a82a89628d320f1ce1d5b479e,info-mediaries,2
Rev,Wood,Anna,Riverside,Golden,9,Canada,J9Z,1-(183)766-7385,awood4n@gov.uk,de7075192d267e8d7fe959b6b3b77f6044a1b8254abb3ddfc7351ab6c52ccd78,Extended,5
Ms,Hansen,Marilyn,Towne,Skatepark,7,Canada,K7R,1-(405)703-7912,mhansen4o@naver.com,9003e6150bcb4c352b9afe60e5b541b865d2607e9ca85e24133aacbfca2cb4f9,knowledge base,3
Rev,Morgan,Michelle,Ruskin,Kerrobert,12,Canada,T1P,1-(595)641-6299,mmorgan4p@mlb.com,0c0442e3b350a247982bb3220f2d61a668fbd854b494c09353e486db4a89194d,Enhanced,5
Ms,Morales,David,Ryan,Olds,9,Canada,T4H,1-(214)483-8396,dmorales4q@istockphoto.com,6d799563b15eb86f5c239b20caddc3bd5bc84600803b5363d16b20b4f3d1385d,actuating,4
Rev,Cruz,Lawrence,Loomis,Swan Hills,4,Canada,L2T,1-(437)961-2750,lcruz4r@shutterfly.com,7e0b5c8cd696152b2700193b911d8ff882640c95a2c0fca8d0b82498a10189b4,Secured,2
Rev,Ferguson,Randy,Reinke,Amherstburg,1,Canada,N9V,1-(710)502-1046,rferguson4s@lulu.com,1f55f112c003141e753f8630fbab9ab49fb07260fea71cdcc00edd8cad2ffd73,Proactive,2
Mrs,Griffin,Roger,Bay,Port Moody,13,Canada,V3H,1-(452)272-8863,rgriffin4t@w3.org,0cbff6dc28c85fc7cfbff7bd6ed1bb8a0db6b35df5aacb38978dc184d2455e0a,Optimized,2
Dr,Jackson,Karen,Westend,Sherbrooke,8,Canada,J1K,1-(852)800-5927,kjackson4u@berkeley.edu,781e666650ddc5cd7c0970ed33abda01ce2fbf6d15cb5ba9ca8940433a5c6aef,Managed,2
Dr,Morales,Stephanie,Manley,Gravelbourg,10,Canada,G8V,1-(964)995-5805,smorales4v@disqus.com,1bbf51cf1b1a6fe55827cd7bdd2f108c5de888b53010f01beaa582a2280ab566,heuristic,1
Rev,Howell,Phyllis,Rockefeller,Fort Erie,6,Canada,L2A,1-(432)712-8273,phowell4w@auda.org.au,3b9bb34ab687b2d1d76226c7b55743b26aa4e34cc5088c38f57a55885618c878,Optimized,3
Mrs,Bowman,Jessica,Russell,Saint-Joseph-de-Coleraine,10,Canada,N2E,1-(369)401-1763,jbowman4x@godaddy.com,2e5b168f08768bee03a74dff71873d442f25b67a7d53e2a971d86307945d440b,full-range,4
Honorable,Mitchell,Lisa,Vera,Montréal,5,Canada,H5B,1-(858)993-9170,lmitchell4y@psu.edu,0391b14b532a0ce1b49b4e0deb533c2193c13a87bd970abf9e792c0c962f2bc4,hybrid,3
Honorable,Taylor,Philip,Village Green,L'Assomption,10,Canada,J5W,1-(518)196-5159,ptaylor4z@hostgator.com,f5f5709df3b48f5f44b723de054666cc4b354981a2f1ecc84ffc49b03fafaceb,national,4
Mrs,Murphy,Frances,Goodland,Marathon,4,Canada,P6A,1-(312)626-2388,fmurphy50@ucoz.ru,63be7b47ac7caa5a15446db821c7d22416159fab91b377bd9c0e7ae5aac79481,complexity,3
Mr,Bishop,Barbara,Fremont,Lanigan,3,Canada,J7A,1-(258)190-8337,bbishop51@msu.edu,e37c583c0ab3fd9e2f3a42b922944a02097d73d85fde854a504469000e3e9fab,regional,1
Dr,Dean,Patricia,Old Gate,La Ronge,2,Canada,J9P,1-(214)186-3121,pdean52@senate.gov,e81c6d77adb95ca0033c5d2ff52ab6a5523adc4505fa2f05cd97807a98e2f832,protocol,2
Rev,Grant,Ruth,Golf,Cowansville,7,Canada,J2K,1-(925)890-0090,rgrant53@archive.org,9d59ad051425cf199bb316772cb5196dbb85c05777528514519c199a3a0bd71b,background,2
Dr,Tucker,Jerry,Vidon,Virden,10,Canada,J5V,1-(993)771-7553,jtucker54@comsenz.com,0d71f84461bad33d7e278ebb1d7950e4117deee488491202f5f714574f7ca41f,framework,4
Ms,Allen,Gloria,Village Green,Bowen Island,10,Canada,V7W,1-(935)233-7402,gallen55@scribd.com,76dc65755aeae994257f86443a2012eae6f7cb6cafefa80f47220a3f54148b32,artificial intelligence,5
Mr,Cooper,Marilyn,Graceland,Sylvan Lake,7,Canada,T4S,1-(463)803-3566,mcooper56@thetimes.co.uk,9b1832b48d75975e94915fb98b978023099f91e7628a59abfaf300fc84156ae3,foreground,2
Dr,Walker,Carlos,Oxford,Gibsons,1,Canada,L6R,1-(891)190-8631,cwalker57@xrea.com,cb34bbd8b62112fc0c5fe8918fce2f6eb07f005bccf6bb797d9919e1ec8287d1,client-driven,1
Rev,Ramos,Cynthia,Tomscot,Kelowna,11,Canada,V1Y,1-(144)106-7529,cramos58@wikia.com,63e249f8cda31418887fdc17aa54ac93f21a8cb1db742db328883da3e2e01d7d,mission-critical,5
Rev,Watkins,Betty,Sullivan,High River,2,Canada,T1V,1-(902)908-5373,bwatkins59@jalbum.net,7c52906d3cc61c0730cde8f064812d2d98198c5fc97486345e81b2509baa7bbe,Monitored,2
Mrs,Sullivan,Ralph,Sutteridge,Baie-Comeau,8,Canada,K1M,1-(955)974-6345,rsullivan5a@ucsd.edu,6f3e47c442b4b2fd939c2c9c3491b0cf5f6d1538b9117c5d74b2d4dd9a7aa936,moderator,5
Ms,Stevens,Bonnie,Straubel,Summerside,4,Canada,C1N,1-(124)618-9420,bstevens5b@bigcartel.com,720bb365733c28aaab37025ded0c419cca91e56c331be91a9ca6c9e6239aa9ec,secondary,1
Honorable,Hart,Karen,Butternut,Atikokan,3,Canada,K1Y,1-(998)890-8539,khart5c@miitbeian.gov.cn,eef8b4d6c3c534d60532d3acc588019a17e50e15adaf800e0bf52a6802387f5c,secured line,5
Honorable,Hill,Brian,Calypso,Sherbrooke,1,Canada,J1K,1-(627)733-6751,bhill5d@cyberchimps.com,4b30086722fc97413dd36d1a0f0dcf34f785821368573883244f04629ee8bc96,hybrid,5
Ms,Robertson,Frances,Rowland,Norman Wells,7,Canada,H3G,1-(342)460-1777,frobertson5e@mediafire.com,2654fa69e3efd8d21726c1216eaaf996e38f3dc2eac5f4b4a0c56b52b83dd354,Right-sized,3
Mr,Thomas,Brian,Meadow Vale,Boissevain,10,Canada,G7S,1-(125)488-9810,bthomas5f@dyndns.org,b0b165fb7e1631f922a17559cd67d5aa10f55903a07d4a61e0eace6076dc5d49,Switchable,4
Mrs,White,Joan,Shoshone,Biggar,11,Canada,N1S,1-(855)799-2658,jwhite5g@odnoklassniki.ru,e17228882040f7f0d29ae6fec062eff7cb2818bc026a385f27f0086b0f40b0d3,Diverse,3
Mrs,Weaver,Ralph,Bowman,Camlachie,1,Canada,G5Z,1-(883)204-8588,rweaver5h@pinterest.com,734d42d0dceb99620f1d6020106c258908e9d49d7ff9351e383636151b4c9d31,Reverse-engineered,3
Mr,Rogers,Anna,1st,Montréal,7,Canada,H5B,1-(334)587-5109,arogers5i@nbcnews.com,088c7d8b1047480514ae7e8a36d95263c87438761f15814d4f9a71434fbe1d2e,global,3
Ms,Harvey,Wanda,Kennedy,Petawawa,9,Canada,K8H,1-(898)134-9529,wharvey5j@loc.gov,5d67d5872516a735f6aaafee435a96444642e14d74ee8317182c9fe5eef1e7f4,actuating,2
Rev,Bowman,Justin,Glendale,Lévis,5,Canada,G6W,1-(516)737-3334,jbowman5k@wunderground.com,6ed89473a0ad7a340c147fdb77f43b20b83d32c420ae3f515a11b61dad564b64,Devolved,3
Mr,Flores,Wayne,Fairview,Thessalon,4,Canada,P0T,1-(968)236-7948,wflores5l@examiner.com,30b66d0bc84375198a980b166b8bdee49cf0a2ffc6c3ceee3867f21eb66780a2,Business-focused,5
Ms,Little,Kelly,Di Loreto,Pilot Butte,9,Canada,N8M,1-(736)397-0184,klittle5m@businessweek.com,cca81a4202e6a06e01aa28f0472b09bade5d273e979ee52d83c49fa79f2a9125,Synergized,2
Ms,Lewis,Rebecca,Corben,Montréal-Est,12,Canada,J4N,1-(954)872-8945,rlewis5n@bluehost.com,42d2c3c14b061b83304928811d9ded03868f635a36e88a2f927fa2b9a7dada63,Robust,4
Ms,Foster,Janet,Canary,Norfolk County,11,Canada,T0C,1-(995)325-0626,jfoster5o@mysql.com,6a95d3a35bc29321d68bf88759a3a03bd8dc3adc920cbeca93953a9100cc0e81,monitoring,2
Ms,Edwards,Jeffrey,Everett,Clarence-Rockland,13,Canada,K4K,1-(967)994-5434,jedwards5p@tiny.cc,d64122fa2f7013823b2bfd7c68a1d812bf530f134a236fc4a9898b28220f3485,open architecture,3
Rev,Graham,Harold,Blackbird,Lac-Mégantic,4,Canada,G6B,1-(531)583-9792,hgraham5q@yahoo.co.jp,a2804eebe9cf14ceb4708e70f7ee6882c873c79beaec6f8c61cf9068fa3eef02,Balanced,4
Rev,Hanson,Anthony,8th,Bedford,1,Canada,J6W,1-(533)554-6019,ahanson5r@sun.com,1d84b21a65e95cda3c15feb51bea30b4a0258af9a7332c34f6cfdf651919982e,archive,2
Rev,Little,Betty,Hazelcrest,Penhold,13,Canada,L2E,1-(193)235-2771,blittle5s@stumbleupon.com,409ca965414e4718caaabdc6781940eec0e3a2cf4bf258193222bc501b09fbfb,Automated,5
Dr,Fisher,Stephen,Norway Maple,Montague,4,Canada,C0A,1-(178)396-9904,sfisher5t@ebay.com,b7db72854729079c48e581ad357b7d966b29de98eb6ba88783b598c9802468cc,Realigned,4
Mr,Morgan,Frances,Anhalt,Olds,6,Canada,T4H,1-(749)311-3959,fmorgan5u@samsung.com,4731ffb5e5bf3c1361fb88584523bd7a6c4e96457c41cd16f796997b899955f4,bottom-line,4
Mr,Gardner,Matthew,Kinsman,Ajax,9,Canada,L1Z,1-(165)799-9352,mgardner5v@ucoz.com,728058cfb8380f0c87a282b3e7486db9db33c0fb610eb9ddefb92813a980e361,grid-enabled,5
Ms,Coleman,Joyce,Maywood,Fort McMurray,1,Canada,T9J,1-(367)209-7578,jcoleman5w@springer.com,29eb109d7671b02588d1025186b8d662fddc3dc40c6efc81a5dcf32c42bf818f,coherent,2
Ms,Ortiz,Lori,Talisman,Windsor,11,Canada,J1S,1-(793)479-7530,lortiz5x@ehow.com,058d4037b84697145ff5a5158fbf089724b1abde41d690f0cd90540a42741231,moderator,2
Ms,Young,Melissa,Marcy,Merritt,3,Canada,V1K,1-(113)450-7661,myoung5y@freewebs.com,c41a329901d900443092602ee1c20b99f9a6891424efc2e8733c04fb548bbb9a,encoding,3
Honorable,Ellis,Roy,Lukken,Merritt,13,Canada,V1K,1-(601)151-3476,rellis5z@usatoday.com,5b3bcdc4b13b7c4455cb4ef7f27756fc0e5e6d18d0045c6e8088f726baaa6636,Synergistic,3
Rev,Smith,Albert,Carpenter,Langford,7,Canada,V9C,1-(613)714-5910,asmith60@imdb.com,3620e6b84d0f6dd58dae62edd55492cf439f669842df17f6523891e466ef9aa0,Graphic Interface,5
Ms,Lee,Ernest,Bobwhite,Thorold,7,Canada,L2V,1-(185)776-2989,elee61@reuters.com,e54a22d3cfb51c7e19c9aca49efd1f6ab0827c075702f74139e9c2800a7f9a92,radical,5
Dr,Butler,Dorothy,Sundown,Sylvan Lake,7,Canada,T4S,1-(366)410-9220,dbutler62@sourceforge.net,d67d15ffac7cc246020de17428e3546dec28a53f750629ea694ce175e9a2ddce,high-level,3
Ms,Peterson,Ryan,Continental,Fort Smith,5,Canada,L4S,1-(478)711-5873,rpeterson63@vk.com,23a153acc7c3b19706b569869ae2484159c19d04132bae9c181f2ae98cea0627,conglomeration,4
Mr,Ford,Daniel,Fisk,Coquitlam,1,Canada,V3B,1-(881)102-0973,dford64@arizona.edu,07d583df5624356bdfe33ef47913aafef930a21ec2aabea9a1b80c23ae5ff312,Ergonomic,4
Mrs,Peterson,Janet,Continental,Iqaluit,8,Canada,K6K,1-(790)871-9904,jpeterson65@wsj.com,43da32f5aefcc3cb9b5c8e9a9bba2e68601bdbeeb8d2482d3bcfc61990cdc938,attitude-oriented,3
Mrs,Mendoza,Carlos,Morrow,Greater Napanee,8,Canada,K7R,1-(420)687-0630,cmendoza66@w3.org,3e9daa6f1af9ef1697e3ee1e57ac9f2a80277eaacc96650927c30fa22a2e481a,hub,4
Rev,Gilbert,Brenda,Schmedeman,Irricana,8,Canada,B3T,1-(638)788-7491,bgilbert67@intel.com,0935010601ecdced47104b348af8b8762faa2c42ad601fd8f9609afc5cd4fa10,Centralized,2
Ms,Snyder,Cynthia,Loftsgordon,Ladner,11,Canada,V7A,1-(186)995-8757,csnyder68@privacy.gov.au,d19fe2014c496d2dde201b0b2b35d0f6d43c9c95e01f8c740bc9214b423ef58d,bifurcated,5
Mrs,Carr,Lois,Londonderry,Marystown,10,Canada,L2N,1-(430)343-7806,lcarr69@booking.com,7c1b76ea4c0abae1fd77b24a69d2ae0020580c8bf4dbc9ac06d588c9e7c37070,Re-engineered,2
Mr,Hughes,Ruby,Drewry,Beaumont,11,Canada,T4X,1-(574)299-5543,rhughes6a@imdb.com,64e943e96605dfeb5a241bce6ffcfebfc0172cce1fede33c3b6ce126167d4ac4,interface,1
Mrs,Fox,Rebecca,Dennis,St. Thomas,8,Canada,N5R,1-(434)547-7924,rfox6b@merriam-webster.com,9ce897c8abe2009a845f651399aad8f575ddf8138b8ba35b4f9f70078167b5e0,value-added,3
Rev,Sanders,Carol,Sutteridge,Berthierville,5,Canada,S3N,1-(784)292-7134,csanders6c@slideshare.net,b5d050f81cb6a14fc9e1ff0d76313edf4a7fd5a11c4e580b6305a16cdfa56e22,eco-centric,3
Mrs,Jones,Theresa,Tony,Beaumont,2,Canada,T4X,1-(737)575-5176,tjones6d@netvibes.com,bd0c866cc9072d9dda49dd2a74f51741b436e2bb5c2d65b8ce8508dc3305f91a,analyzer,1
Rev,Powell,Harold,Hallows,Estevan,10,Canada,S4A,1-(872)311-0242,hpowell6e@bigcartel.com,91cf036de432536f4698390b7e1fa21a321d4779eb8fda206ead19330b535de9,Upgradable,2
Ms,George,Heather,Bunker Hill,Nanton,12,Canada,L5M,1-(698)603-3541,hgeorge6f@cisco.com,9adc61e2e9b476857617029f6c122c332203411fd180059498a5e78b8651c181,forecast,5
Rev,Moore,Dorothy,Lien,Weyburn,8,Canada,S4H,1-(579)439-4721,dmoore6g@oracle.com,2eeba9f99bfdfcaf4fa0fbd2b2d382d194355bf3c96bb8879a59ac2f2d447c7d,intermediate,2
Dr,Wells,Jonathan,Maple Wood,Boissevain,2,Canada,G7S,1-(264)641-7669,jwells6h@edublogs.org,a09fd56297e3da544b77223c065614fb8f41ea4c9cb45cd6eaf521fc34dc12d4,responsive,4
Mrs,Wagner,Frances,Pierstorff,Jasper Park Lodge,5,Canada,H3R,1-(719)309-8315,fwagner6i@technorati.com,e72e4066fa7f0b2bc8befc9e5aaffe5a347f791c0e6a70ae80f3cdbfb38cfbaa,Quality-focused,5
Ms,Russell,Lillian,Weeping Birch,Campbellton,13,Canada,E3N,1-(575)451-2376,lrussell6j@uol.com.br,053611ac0eb229d8cc8137ad783832a8f3c94e6a168a2bc462fe20eab6e3138b,local area network,5
Ms,Matthews,Nicole,Trailsway,Claresholm,9,Canada,V2T,1-(289)644-8206,nmatthews6k@google.pl,02c3d463c2aa4f2c8900dff41f5a9dab70e7fb6046a0d290248ed48243552448,Implemented,1
Honorable,Cruz,Joyce,Lerdahl,Lacombe,7,Canada,T4L,1-(162)893-7546,jcruz6l@storify.com,bfadadaab65bf6b4821e851ab3247cb6f3399bdb4cab2ea9f6d32f3720c5110a,standardization,5
Mr,Shaw,Matthew,Muir,Kitchener,2,Canada,N2R,1-(411)311-2750,mshaw6m@princeton.edu,3adc1f4acf39a98070745660ff1672b5f4bc68b8bc28d38e95701d07dc155a15,product,1
Rev,Patterson,Gregory,Colorado,Sundre,7,Canada,L9H,1-(811)646-6955,gpatterson6n@msn.com,c824363a482c8299eafd13e54701beb1de0183e5f2953b38dd7235356a6ecd09,real-time,2
Mr,Lewis,Wayne,Muir,Nicolet,3,Canada,J3T,1-(288)842-1476,wlewis6o@wikia.com,a8a0dff6160d2243ce4bdc41036348df8ce25458c3fd532cde11d3794753e282,leverage,2
Mrs,Morrison,Jessica,Gerald,Carleton-sur-Mer,12,Canada,P0T,1-(422)704-5647,jmorrison6p@php.net,410c51384dd32a9e69b96e39eec9032a45c56bc63672393a7620e7c50615ea58,Progressive,2
Rev,Bailey,Joyce,Longview,Mount Pearl,1,Canada,A1N,1-(705)487-2332,jbailey6q@npr.org,11cba45cd2e86a81159acfdf538c7eb01ccb5a1a2a8b9c4ac66bfedcc174e7f2,foreground,5
Mrs,Mccoy,Thomas,Meadow Valley,Cabano,11,Canada,T9H,1-(325)836-0414,tmccoy6r@walmart.com,52f9360757096d69424866ef02e6c069e8dfff1b87f759b6d30f669631ab6c0e,asymmetric,3
Honorable,Meyer,Rebecca,Corscot,Magog,5,Canada,J1X,1-(940)335-1952,rmeyer6s@bluehost.com,388882ec7881e2ee4ada113add12e78dfd5920f0499c351a0ed36dcecaba73eb,transitional,3
Mr,Reynolds,Gary,Little Fleur,Thetford-Mines,7,Canada,G6G,1-(198)202-7236,greynolds6t@house.gov,900b4148de3632c5b619082716d1b1cdc9f9de0671f71830c3374c826440bd5e,Open-source,3
Ms,Arnold,Annie,Bobwhite,Sainte-Martine,9,Canada,A1C,1-(262)441-1533,aarnold6u@surveymonkey.com,cdd51e205af9bf489babaca101998ddc965147dbaaa2a4cb2dd410eac01e7172,Re-engineered,1
Mrs,Lewis,Thomas,Hanover,Oromocto,4,Canada,E2V,1-(892)863-0335,tlewis6v@webnode.com,b3acbaa5df5f42b2ae30ceb869f5e7519239217483a25ca20fee159dfa45f749,framework,5
Dr,Lopez,Albert,Mayfield,London,13,Canada,N6C,1-(132)180-3317,alopez6w@phpbb.com,9cb82e2acfd5916850da9d3396b5b332586c379732cc0aa1d97cf53b2a4ab3bc,attitude,4
Honorable,Burke,Linda,Dryden,Côte-Saint-Luc,9,Canada,H7V,1-(590)958-7513,lburke6x@apple.com,2116b02d89f92ded11b338b8cf6b2a94eb809cb03edaa16013a5e1b29c699a51,solution,2
Rev,Morales,Kathy,Bowman,Osoyoos,5,Canada,N9V,1-(758)830-5777,kmorales6y@mit.edu,1c26d0a58b5a3e046516fa72093da400514d87504ea72048a40bf1e7b4b53c9c,radical,4
Ms,Harvey,Kathy,Algoma,Mattawa,11,Canada,V5M,1-(462)568-3169,kharvey6z@yelp.com,bc3ea1f3eb139a50ddbe888e7681b3989ca5c100f3ae59dad91d3b5dc04bb5a4,fault-tolerant,5
Rev,Jenkins,William,Roxbury,Blainville,12,Canada,J7J,1-(128)677-3481,wjenkins70@google.com.hk,89b2b07861b3b28aaf176d6670aedf3f8791d45e01ee6db3fde06f415b5143e3,User-centric,5
Mrs,Lawson,Larry,Loftsgordon,Lions Bay,12,Canada,K4K,1-(931)196-5994,llawson71@chron.com,1d717ccfe521ea1d13e025fcd4af6f9cb8e6b59f004e5246b02adc7ee77406ce,parallelism,1
Mrs,Barnes,Carlos,Golf,Hanna,9,Canada,T6L,1-(101)672-0831,cbarnes72@arizona.edu,d610ebdafe6ba1d5e3ebe3e80d98e340e117f55b32664fb7027124b23ed22723,Customer-focused,3
Mrs,Weaver,Victor,Northview,Lamont,9,Canada,N2E,1-(528)220-8119,vweaver73@cisco.com,4a20383d9214ded9f0d77289e74377675cf78c809d7c68a8879f10a1795f7a05,Enterprise-wide,3
